"transcript","sampleA","sampleB","logFC","logCPM","PValue","FDR","HG_rep1","HG_rep2","HG_rep3","LG_rep1","LG_rep2","LG_rep3","Expression"
"TRINITY_DN31529_c0_g1_i2","RAZ_BM","RAZ_SM",1.62896376565183,2.14257622224825,0.000151307535630788,0.0210123292117564,17.187,23.041,11.971,5.688,6.993,4.237,"Upregulated"
"TRINITY_DN37451_c0_g1_i1","RAZ_BM","RAZ_SM",-1.3640593129798,5.22548338882538,0.000151577110460212,0.0210123292117564,39.77,22.077,34.179,89.204,67.593,91.217,"Downregulated"
"TRINITY_DN5741_c0_g1_i6","RAZ_BM","RAZ_SM",-1.52242521243959,5.92892906704876,0.000152585941571254,0.0210843711002074,25.016,17.018,38.14,80.913,51.5,98.527,"Downregulated"
"TRINITY_DN4134_c0_g1_i4","RAZ_BM","RAZ_SM",-1.38494815947403,5.57588313295848,0.000152863031380288,0.0210843711002074,26.336,14.432,25.841,70.039,54.82,50.075,"Downregulated"
"TRINITY_DN32771_c0_g1_i16","RAZ_BM","RAZ_SM",1.99407251102244,0.800262923126798,0.000155516572480486,0.0213967476247277,2.683,3.302,2.824,0.565,0.627,1.021,"Upregulated"
"TRINITY_DN16180_c0_g1_i2","RAZ_BM","RAZ_SM",-2.14265075718449,0.90744880312574,0.000156592133092383,0.0214241320269123,0.749,0.172,0.472,2.488,2.086,1.582,"Downregulated"
"TRINITY_DN54848_c0_g1_i1","RAZ_BM","RAZ_SM",-1.60252958060172,1.80534757377503,0.000156733154913145,0.0214241320269123,0.676,0.42,0.877,1.934,1.714,2.399,"Downregulated"
"TRINITY_DN57542_c0_g2_i1","RAZ_BM","RAZ_SM",-1.53744140478124,4.72220620614556,0.000156883475793976,0.0214241320269123,59.441,24.683,61.022,134.558,110.669,172.859,"Downregulated"
"TRINITY_DN2793_c0_g1_i2","RAZ_BM","RAZ_SM",-1.25434534019027,3.38181435938744,0.000157315443284366,0.0214299458062174,2.485,2.157,2.68,6.304,5.289,6.054,"Downregulated"
"TRINITY_DN843_c1_g1_i5","RAZ_BM","RAZ_SM",-1.83129395343075,1.67888542564458,0.000158188846009769,0.0214718819268713,4.7,1.604,7.759,18.537,18.149,14.517,"Downregulated"
"TRINITY_DN15470_c0_g1_i5","RAZ_BM","RAZ_SM",-1.54159336582793,3.41967600237519,0.000158403606176359,0.0214718819268713,1.809,0.792,2.227,5.677,3.624,4.859,"Downregulated"
"TRINITY_DN51307_c0_g1_i3","RAZ_BM","RAZ_SM",-1.51682138604971,5.54845028954309,0.00016220380861094,0.021932983791387,112.416,54.376,144.223,352.799,243.102,287.669,"Downregulated"
"TRINITY_DN3697_c0_g2_i1","RAZ_BM","RAZ_SM",-2.11973551860096,1.64800820498106,0.000164236290717768,0.0221533824102001,0.354,0.239,1.484,2.959,3.281,2.879,"Downregulated"
"TRINITY_DN20464_c0_g2_i1","RAZ_BM","RAZ_SM",-1.48913331725601,4.67815798727751,0.000164827465492672,0.0221787646355103,9.576,3.847,9.118,24.538,18.551,20.52,"Downregulated"
"TRINITY_DN2736_c0_g1_i6","RAZ_BM","RAZ_SM",-2.09195429624512,4.05863645278298,0.000165843955927977,0.0222611128549764,16.449,4.782,10.304,51.387,14.359,68.89,"Downregulated"
"TRINITY_DN23182_c0_g1_i3","RAZ_BM","RAZ_SM",-3.18897266173079,1.51115044319735,0.000168111982928892,0.0225106444489261,0.468,0.239,3.142,21.736,11.969,2.368,"Downregulated"
"TRINITY_DN54720_c0_g1_i1","RAZ_BM","RAZ_SM",-1.61582688438676,8.22086931668848,0.000168720349973985,0.0225372712147289,88.2,36.031,108.955,307.246,204.864,205.13,"Downregulated"
"TRINITY_DN31626_c0_g1_i4","RAZ_BM","RAZ_SM",-1.57034641569298,2.36113645081904,0.000170424152460479,0.022674398149234,0.915,2.472,2.284,5.416,5.681,6.044,"Downregulated"
"TRINITY_DN6103_c0_g1_i7","RAZ_BM","RAZ_SM",-1.82204744665607,8.87176012338766,0.000170570934945359,0.022674398149234,424.678,119.814,532.448,1560.445,994.232,1244.468,"Downregulated"
"TRINITY_DN17318_c0_g1_i2","RAZ_BM","RAZ_SM",-1.48638235321793,3.72628959895004,0.000172746293716126,0.0229082398274055,7.434,2.711,6.631,17.335,13.85,16.049,"Downregulated"
"TRINITY_DN26244_c0_g2_i6","RAZ_BM","RAZ_SM",-2.74865832361205,0.0684989151639764,0.000176880801788318,0.0233683631271564,0.27,0,0.347,1.338,1.391,1.613,"Downregulated"
"TRINITY_DN20204_c0_g1_i5","RAZ_BM","RAZ_SM",-1.60052832868806,6.80960455161345,0.000177486631467332,0.0233683631271564,24.86,7.464,16.386,54.513,43.175,50.841,"Downregulated"
"TRINITY_DN8149_c0_g1_i2","RAZ_BM","RAZ_SM",-2.30051144966303,0.48582744112216,0.000177489838775146,0.0233683631271564,0.208,0.2,0.251,1.004,0.793,1.787,"Downregulated"
"TRINITY_DN28577_c0_g1_i6","RAZ_BM","RAZ_SM",-1.50456534905821,6.72496670525422,0.000178446930000213,0.0234383015408871,96.882,36.652,84.116,239.183,181.915,197.718,"Downregulated"
"TRINITY_DN31466_c0_g1_i6","RAZ_BM","RAZ_SM",3.1632494352134,0.349255901190423,0.000179338580327623,0.0234993319755962,1.57,0.764,0.723,0.031,0,0.296,"Upregulated"
"TRINITY_DN1840_c0_g1_i3","RAZ_BM","RAZ_SM",-1.55843706211062,7.47709595286741,0.000181759627613166,0.0237599984467055,61.302,20.607,47.605,136.168,108.113,138.771,"Downregulated"
"TRINITY_DN5518_c0_g1_i1","RAZ_BM","RAZ_SM",1.77862553486231,2.82184248757182,0.000183369665356811,0.0239136638939496,8.858,4.152,2.689,2.028,1.43,1.103,"Upregulated"
"TRINITY_DN3278_c3_g1_i3","RAZ_BM","RAZ_SM",-1.55832006941755,2.5616607314007,0.000184490883394752,0.02400300538238,0.821,1.164,2.265,3.785,4.094,4.757,"Downregulated"
"TRINITY_DN578_c2_g1_i1","RAZ_BM","RAZ_SM",-2.16077796339285,1.03591985011432,0.000185480846571616,0.0240748889392036,1.497,0.439,2.689,9.253,5.27,6.544,"Downregulated"
"TRINITY_DN7876_c0_g1_i2","RAZ_BM","RAZ_SM",-2.49839959987789,0.880137676994779,0.000185986895284823,0.0240837712825999,1.56,0,2.178,9.734,3.967,7.8,"Downregulated"
"TRINITY_DN8185_c0_g2_i7","RAZ_BM","RAZ_SM",-3.31775187620237,0.835100053698796,0.000186794995583029,0.0241316333026207,13.111,3.713,0,90.197,66.633,9.862,"Downregulated"
"TRINITY_DN10340_c0_g1_i1","RAZ_BM","RAZ_SM",2.26296282053837,0.582672378280453,0.000187990277447915,0.024229173135992,4.034,6.767,6.574,1.202,0.519,1.705,"Upregulated"
"TRINITY_DN20474_c0_g1_i6","RAZ_BM","RAZ_SM",-2.96128592694251,1.08353741814905,0.00018881375510386,0.0242784490616492,1.019,1.546,4.357,30.153,22.547,2.818,"Downregulated"
"TRINITY_DN12034_c0_g1_i1","RAZ_BM","RAZ_SM",-1.66210517020076,2.87932769380279,0.000189258260254152,0.0242788790089207,3.452,0.859,2.911,6.723,8.825,7.453,"Downregulated"
"TRINITY_DN8000_c0_g1_i4","RAZ_BM","RAZ_SM",-1.56363106386693,4.56830564140833,0.000195396927872132,0.0248820361978001,5.885,2.148,5.427,16.007,9.462,14.507,"Downregulated"
"TRINITY_DN2249_c1_g1_i4","RAZ_BM","RAZ_SM",-1.53307916614658,7.73754139226758,0.000195512985610692,0.0248820361978001,91.371,34.8,93.504,239.883,183.277,214.44,"Downregulated"
"TRINITY_DN17_c3_g1_i1","RAZ_BM","RAZ_SM",1.48757531879291,5.94724873472874,0.000195737509070664,0.0248820361978001,144.616,55.617,92.348,29.159,35.486,39.938,"Upregulated"
"TRINITY_DN1287_c0_g3_i3","RAZ_BM","RAZ_SM",-1.41378969232265,4.87472677636581,0.000195768464470099,0.0248820361978001,10.065,16.78,17.87,35.38,31.862,53.015,"Downregulated"
"TRINITY_DN168243_c0_g1_i1","RAZ_BM","RAZ_SM",-2.47894827560044,1.09584522711746,0.000196341909112149,0.0248974207974148,2.069,0.783,1.986,12.912,2.596,11.914,"Downregulated"
"TRINITY_DN3020_c0_g1_i1","RAZ_BM","RAZ_SM",-1.59126358654364,5.90475409708607,0.000198488242364805,0.0251117285754131,10.449,3.369,9.224,27.11,17.973,24.645,"Downregulated"
"TRINITY_DN4407_c3_g1_i6","RAZ_BM","RAZ_SM",1.72125946542645,3.50626115689726,0.000199207878304503,0.0251439703150679,12.342,13.534,14.631,1.359,5.603,5.38,"Upregulated"
"TRINITY_DN1220_c1_g3_i1","RAZ_BM","RAZ_SM",-6.51185499007659,-0.448512486307374,0.000199656848996705,0.0251439703150679,0,0,0,1.997,0,1.878,"Downregulated"
"TRINITY_DN13975_c0_g1_i2","RAZ_BM","RAZ_SM",-1.7999711307331,2.93909373775293,0.000201117837818399,0.0252694749753856,8.786,1.68,9.195,25.929,21.881,20.734,"Downregulated"
"TRINITY_DN80479_c0_g1_i2","RAZ_BM","RAZ_SM",-1.6369979499368,1.93302592790454,0.000201571746814593,0.0252694749753856,0.489,0.611,0.877,1.547,1.792,2.869,"Downregulated"
"TRINITY_DN5179_c1_g2_i1","RAZ_BM","RAZ_SM",-2.69951167264162,0.327012628823118,0.000202288900229782,0.0253017439437405,0,1.164,2.198,4.945,9.364,8.535,"Downregulated"
"TRINITY_DN7791_c0_g1_i5","RAZ_BM","RAZ_SM",-1.66464708716437,5.55520595392761,0.000202893301812484,0.025319795854758,14.068,4.925,17.504,45.428,28.277,42.265,"Downregulated"
"TRINITY_DN71288_c0_g1_i2","RAZ_BM","RAZ_SM",-3.62228980424554,0.579998632390104,0.000203571916882789,0.0253470065016457,0.208,0,0,1.526,0.196,0.98,"Downregulated"
"TRINITY_DN2665_c0_g1_i6","RAZ_BM","RAZ_SM",-1.53822083137112,2.51917723541842,0.00020425008124933,0.0253740383103287,3.618,7.979,6.574,13.341,18.649,21.398,"Downregulated"
"TRINITY_DN4671_c0_g2_i6","RAZ_BM","RAZ_SM",-1.91632144902815,5.15764559263998,0.000205893363592374,0.0255205751620331,10.408,2.253,6.959,26.107,13.507,34.711,"Downregulated"
"TRINITY_DN64825_c0_g1_i1","RAZ_BM","RAZ_SM",2.68335098693833,0.573297061410009,0.000206930531660661,0.02559149411104,11.208,12.189,4.954,1.589,0,2.675,"Upregulated"
"TRINITY_DN71487_c0_g1_i4","RAZ_BM","RAZ_SM",-2.85077235420825,0.150832347662771,0.000209117421486368,0.0257132179363438,0.457,0.153,0.443,3.084,3.428,1.572,"Downregulated"
"TRINITY_DN9661_c3_g1_i1","RAZ_BM","RAZ_SM",-3.95753702409319,-0.365818194458233,0.000209190587482614,0.0257132179363438,0,0,0.935,2.436,7.65,7.636,"Downregulated"
"TRINITY_DN5544_c0_g1_i6","RAZ_BM","RAZ_SM",-1.50461250723505,4.70840089283807,0.000209435367378434,0.0257132179363438,14.431,6.691,18.67,45.417,30.549,37.314,"Downregulated"
"TRINITY_DN10457_c0_g1_i1","RAZ_BM","RAZ_SM",-1.52846875810652,5.10564232688943,0.000210244934267129,0.0257132179363438,36.734,12.523,30.015,90.74,65.457,72.892,"Downregulated"
"TRINITY_DN19829_c0_g1_i1","RAZ_BM","RAZ_SM",-1.44459219603921,4.19304541781402,0.000210250900740537,0.0257132179363438,21.533,8.542,19.441,47.77,42.107,45.093,"Downregulated"
"TRINITY_DN3012_c0_g1_i6","RAZ_BM","RAZ_SM",-1.75944105125736,9.94012621531034,0.000211383541425671,0.0257944164497125,519.002,144.554,593.085,1736.039,1162.386,1358.206,"Downregulated"
"TRINITY_DN1532_c0_g1_i1","RAZ_BM","RAZ_SM",1.73588521729371,5.43710852430879,0.000215894400495584,0.0262865761877742,18.83,18.889,21.282,11.208,3.046,3.685,"Upregulated"
"TRINITY_DN18512_c0_g2_i1","RAZ_BM","RAZ_SM",2.20848671862779,1.93547070325866,0.000216711467345733,0.0263278121278258,9.68,4.123,2.564,2.143,0.617,0.807,"Upregulated"
"TRINITY_DN5298_c0_g1_i1","RAZ_BM","RAZ_SM",-1.56050642730195,8.44510195812464,0.000218331495366375,0.0264092584256254,200.21,69.313,184.58,513.516,366.534,462.611,"Downregulated"
"TRINITY_DN58969_c0_g1_i1","RAZ_BM","RAZ_SM",2.5210896901849,0.57588811093412,0.000218341617612014,0.0264092584256254,6.29,7.216,2.863,0.47,1.783,0.582,"Upregulated"
"TRINITY_DN710_c0_g1_i16","RAZ_BM","RAZ_SM",-1.59994763176603,4.46743183567256,0.000221030820305749,0.0266758994840057,7.33,1.985,5.629,14.156,16.142,15.252,"Downregulated"
"TRINITY_DN17720_c0_g1_i1","RAZ_BM","RAZ_SM",-1.37558243729035,4.20124926097311,0.00022221455915579,0.0267600788809185,13.579,6.576,11.21,32.286,23.076,26.492,"Downregulated"
"TRINITY_DN45961_c0_g1_i3","RAZ_BM","RAZ_SM",-1.76783777632808,2.45383648953127,0.000223834600742803,0.0268922654361152,1.986,1.002,0.771,6.033,2.321,4.502,"Downregulated"
"TRINITY_DN4709_c2_g1_i1","RAZ_BM","RAZ_SM",2.68284451093199,0.872063166507924,0.0002247754241941,0.0268922654361152,4.46,13.601,2.94,1.882,0.519,0.796,"Upregulated"
"TRINITY_DN15170_c0_g1_i14","RAZ_BM","RAZ_SM",-1.57240247307806,6.14372954583017,0.000224778175320947,0.0268922654361152,21.647,7.979,26.188,64.812,49.306,52.454,"Downregulated"
"TRINITY_DN14552_c0_g1_i6","RAZ_BM","RAZ_SM",3.57624925783899,2.40219142901087,0.00022552776771361,0.0269234168510863,12.83,11.406,4.164,0,0,2.348,"Upregulated"
"TRINITY_DN2091_c1_g3_i3","RAZ_BM","RAZ_SM",1.97505889147192,2.59415566170469,0.000227974725975074,0.0271221844101143,4.835,13.038,5.513,3.482,1.479,1.011,"Upregulated"
"TRINITY_DN18865_c0_g1_i1","RAZ_BM","RAZ_SM",-1.31704899034135,5.00543482896793,0.000228178423917631,0.0271221844101143,40.456,22.182,39.759,88.503,78.71,88.349,"Downregulated"
"TRINITY_DN12713_c0_g1_i4","RAZ_BM","RAZ_SM",-1.3738738747605,7.00510164961813,0.000230219171917632,0.0272660850165185,57.757,33.006,56.849,131.254,96.262,156.943,"Downregulated"
"TRINITY_DN52803_c0_g1_i1","RAZ_BM","RAZ_SM",-1.53600055353834,6.00394771344566,0.000230379938450433,0.0272660850165185,9.711,4.352,13.716,28.982,22.469,29.371,"Downregulated"
"TRINITY_DN36553_c0_g1_i3","RAZ_BM","RAZ_SM",1.4247428555952,4.71438973167581,0.000238385226031553,0.028152988260559,119.85,54.977,85.61,26.18,30.324,40.346,"Upregulated"
"TRINITY_DN3854_c0_g1_i7","RAZ_BM","RAZ_SM",-1.5873064269682,3.73637386356305,0.000239070524261691,0.0281734630240213,2.381,1.661,4.655,12.661,6.386,7.279,"Downregulated"
"TRINITY_DN85266_c0_g1_i9","RAZ_BM","RAZ_SM",2.71624349233179,0.328263142575412,0.00024117720469903,0.0283063466984566,1.757,3.131,3.682,0.439,0.823,0,"Upregulated"
"TRINITY_DN324_c0_g1_i1","RAZ_BM","RAZ_SM",-2.33690076961072,4.43283203063457,0.000241226816178656,0.0283063466984566,1.133,4.085,7.74,33.707,25.681,6.809,"Downregulated"
"TRINITY_DN13024_c0_g1_i4","RAZ_BM","RAZ_SM",1.38666715482409,3.24031093727628,0.00024476429276705,0.0286603363577486,55.709,102.892,65.417,30.278,24.016,30.964,"Upregulated"
"TRINITY_DN19741_c1_g1_i1","RAZ_BM","RAZ_SM",-1.22657033191721,4.41020427356687,0.000248618609184843,0.0290498440294663,4.544,5.087,5.321,11.041,13.507,10.811,"Downregulated"
"TRINITY_DN8580_c2_g1_i2","RAZ_BM","RAZ_SM",-2.12753498567328,0.821649603348456,0.00024924567996035,0.0290614126079193,0.478,0.067,0.733,1.945,1.773,2.042,"Downregulated"
"TRINITY_DN710_c0_g1_i6","RAZ_BM","RAZ_SM",-2.02100779829898,2.06080768802084,0.000250452074753527,0.0291095013182365,2.963,0.41,1.369,6.221,4.515,8.637,"Downregulated"
"TRINITY_DN15463_c0_g1_i2","RAZ_BM","RAZ_SM",-1.80361212410067,1.6953812652837,0.000250715986932516,0.0291095013182365,7.07,2.443,7.104,21.841,12.596,22.756,"Downregulated"
"TRINITY_DN84660_c0_g1_i4","RAZ_BM","RAZ_SM",-2.49515558711359,1.11185984700345,0.000252819782085095,0.0292919660784655,0.499,0.172,0.125,0.585,1.303,2.654,"Downregulated"
"TRINITY_DN1785_c0_g1_i5","RAZ_BM","RAZ_SM",-1.548831231026,3.7314635536888,0.00025754967964283,0.029753973517131,5.386,1.508,4.366,11.344,10.559,11.271,"Downregulated"
"TRINITY_DN1917_c1_g1_i4","RAZ_BM","RAZ_SM",-1.91009063114035,1.0856943733392,0.000257888675503716,0.029753973517131,0.146,0.43,0.395,1.181,0.97,1.644,"Downregulated"
"TRINITY_DN68328_c0_g1_i1","RAZ_BM","RAZ_SM",-1.5990123599978,7.54892563562387,0.00025933967540948,0.0298429297107657,65.409,21.638,71.702,186.803,140.758,154.524,"Downregulated"
"TRINITY_DN2682_c0_g1_i9","RAZ_BM","RAZ_SM",-1.41986854860371,6.3599594384278,0.000260357467514986,0.0298429297107657,45.644,19.633,45.032,108.891,102.344,84.776,"Downregulated"
"TRINITY_DN15463_c0_g1_i5","RAZ_BM","RAZ_SM",-1.80541370759949,1.92302387378133,0.000260434280831179,0.0298429297107657,4.492,1.708,5.012,15.934,7.16,16.488,"Downregulated"
"TRINITY_DN26129_c0_g1_i1","RAZ_BM","RAZ_SM",-1.31871021878035,4.75125561229694,0.000261053302810827,0.0298429297107657,34.269,24.883,31.663,53.959,78.837,94.188,"Downregulated"
"TRINITY_DN15798_c0_g2_i1","RAZ_BM","RAZ_SM",-1.92436624725399,0.931561171353376,0.00026137100920502,0.0298429297107657,0.801,0.697,1.108,4.036,3.839,2.215,"Downregulated"
"TRINITY_DN2319_c0_g1_i2","RAZ_BM","RAZ_SM",2.18204712016017,3.12864139464556,0.000263777920473402,0.0300553914603172,16.989,6.07,2.612,2.373,0.96,2.358,"Upregulated"
"TRINITY_DN6193_c2_g3_i1","RAZ_BM","RAZ_SM",-1.95019165667899,1.30050900101861,0.000266251357735892,0.0302273047842587,2.859,1.565,2.121,13.017,7.855,4.717,"Downregulated"
"TRINITY_DN3506_c2_g1_i1","RAZ_BM","RAZ_SM",-1.31613239575055,4.66913044140266,0.000266592282340487,0.0302273047842587,9.42,14.928,11.094,32.223,33.987,23.123,"Downregulated"
"TRINITY_DN12296_c0_g1_i3","RAZ_BM","RAZ_SM",-1.59255901109337,2.39602393394211,0.000266934442801717,0.0302273047842587,1.248,0.487,1.243,3.963,2.958,2.144,"Downregulated"
"TRINITY_DN2558_c0_g1_i14","RAZ_BM","RAZ_SM",-1.36978731721767,4.85373304329725,0.000268332233222493,0.0303231953247776,12.092,5.469,10.699,22.928,23.008,27.462,"Downregulated"
"TRINITY_DN7876_c0_g1_i1","RAZ_BM","RAZ_SM",-2.64407612196508,0.149298020879716,0.000270173395178622,0.0304686939144678,0.354,0.229,1.002,4.621,2.4,4.359,"Downregulated"
"TRINITY_DN24076_c1_g1_i2","RAZ_BM","RAZ_SM",-2.16009546651073,0.392148148273823,0.000274234363200336,0.0308634231991152,0.302,0.305,0.173,1.171,1.293,1.184,"Downregulated"
"TRINITY_DN11166_c0_g1_i2","RAZ_BM","RAZ_SM",2.57495170031293,0.899331675591734,0.000275582036369972,0.0309134481694965,1.227,2.138,6.631,0.795,0.451,0.337,"Upregulated"
"TRINITY_DN35630_c0_g1_i2","RAZ_BM","RAZ_SM",-1.23775318989657,3.14219578588161,0.000275802286790399,0.0309134481694965,2.111,1.804,2.313,5.688,4.398,4.757,"Downregulated"
"TRINITY_DN324_c0_g1_i4","RAZ_BM","RAZ_SM",-2.31105348295488,4.99583202186472,0.000276525488815143,0.0309315116899443,1.58,2.959,9.533,34.272,28.385,7.524,"Downregulated"
"TRINITY_DN27251_c0_g2_i4","RAZ_BM","RAZ_SM",1.58241489582481,3.45966918798596,0.000277246400269598,0.0309492462321239,13.329,4.305,6.236,2.572,2.586,2.899,"Upregulated"
"TRINITY_DN65034_c0_g1_i2","RAZ_BM","RAZ_SM",1.93477215140867,2.13701919583703,0.000279027264577372,0.0310242048752025,23.924,11.32,16.376,8.657,1.89,2.736,"Upregulated"
"TRINITY_DN1152_c1_g1_i1","RAZ_BM","RAZ_SM",-1.35453705715067,4.61662055466721,0.000279045343119258,0.0310242048752025,6.467,3.178,6.13,15.766,11.43,13.425,"Downregulated"
"TRINITY_DN21392_c0_g1_i1","RAZ_BM","RAZ_SM",-1.62100271405206,3.83000775888055,0.000282831958857042,0.0313818024672146,2.568,4.925,5.995,17.993,17.121,6.85,"Downregulated"
"TRINITY_DN6414_c1_g1_i1","RAZ_BM","RAZ_SM",-6.39478497757981,-0.525548899373607,0.000283758925586649,0.0314213052529892,0,0,0,2.53,1.587,0,"Downregulated"
"TRINITY_DN38779_c0_g1_i2","RAZ_BM","RAZ_SM",-2.57322896950944,0.761248802046641,0.000286650104054086,0.0316777145110694,0,0.181,1.06,2.206,2.351,3.124,"Downregulated"
"TRINITY_DN3056_c0_g2_i10","RAZ_BM","RAZ_SM",-3.18440241263532,1.42573165523725,0.000288076967184927,0.031771598821754,0,0.22,0.636,1.526,0.666,5.778,"Downregulated"
"TRINITY_DN3631_c0_g1_i5","RAZ_BM","RAZ_SM",2.15762942167532,1.39527095170351,0.000289376402527548,0.0318183491390719,3.566,3.436,0.935,0.512,0.392,0.847,"Upregulated"
"TRINITY_DN7684_c1_g1_i2","RAZ_BM","RAZ_SM",-3.83601046565823,0.936633024790026,0.000290092077718962,0.0318183491390719,0,0.821,1.687,19.583,17.317,0.541,"Downregulated"
"TRINITY_DN8257_c0_g1_i13","RAZ_BM","RAZ_SM",-1.21759277065996,3.29663670113658,0.000290425726091672,0.0318183491390719,4.294,3.646,4.704,11.229,9.207,9.249,"Downregulated"
"TRINITY_DN45342_c1_g1_i1","RAZ_BM","RAZ_SM",-1.58618401107917,7.40510796717733,0.000290813490150691,0.0318183491390719,54.18,16.799,53.523,139.556,107.643,127.704,"Downregulated"
"TRINITY_DN808_c0_g1_i1","RAZ_BM","RAZ_SM",-1.84977708961689,4.59421330564774,0.000292222507409745,0.0319090743507697,10.377,2.052,9.147,29.274,16.739,31.903,"Downregulated"
"TRINITY_DN1440_c0_g1_i5","RAZ_BM","RAZ_SM",-1.56696261369174,6.52731252501323,0.000294816223699165,0.0321285466436828,39.718,12.714,33.533,90.092,63.802,101.355,"Downregulated"
"TRINITY_DN8583_c1_g1_i4","RAZ_BM","RAZ_SM",-2.41467879672378,0.744595548078332,0.000299861569336278,0.0326137976420014,0.031,0.22,0.28,0.617,0.686,1.654,"Downregulated"
"TRINITY_DN4105_c0_g2_i1","RAZ_BM","RAZ_SM",2.23688885341229,1.44172169232442,0.00030096821870488,0.0326695955585885,2.683,9.354,2.708,1.244,0.627,1.276,"Upregulated"
"TRINITY_DN71042_c0_g3_i2","RAZ_BM","RAZ_SM",-3.0976074087029,0.155722009192101,0.000303010528943756,0.0328265382871863,0.198,0.105,0.289,1.725,3.036,0.684,"Downregulated"
"TRINITY_DN7866_c0_g1_i2","RAZ_BM","RAZ_SM",-2.91369997723968,6.34928790035353,0.000306045817702782,0.0330721102199855,3.442,44.02,8.395,124.333,44.076,262.606,"Downregulated"
"TRINITY_DN2427_c0_g1_i2","RAZ_BM","RAZ_SM",-2.31830494781487,6.28840388131535,0.000306479198535316,0.0330721102199855,2.755,22.621,21.051,95.372,106.183,33.271,"Downregulated"
"TRINITY_DN2172_c0_g1_i4","RAZ_BM","RAZ_SM",-1.47745275895158,6.23150564598427,0.000308801279785808,0.0332574748174798,50.323,21.246,60.714,104.709,121.532,142.058,"Downregulated"
"TRINITY_DN94232_c0_g2_i4","RAZ_BM","RAZ_SM",-1.63070497433133,7.01347283336936,0.000309429839121717,0.0332600815746573,58.35,16.302,40.077,136.837,84.479,135.32,"Downregulated"
"TRINITY_DN18297_c0_g1_i1","RAZ_BM","RAZ_SM",-2.5216498196022,0.992644973993613,0.000310934194828861,0.033292721619214,1.113,0.344,0.434,5.269,0.999,4.614,"Downregulated"
"TRINITY_DN17_c2_g1_i1","RAZ_BM","RAZ_SM",1.47912984430415,4.43822423476835,0.000310943397032307,0.033292721619214,155.377,57.469,93.823,36.227,29.315,43.776,"Upregulated"
"TRINITY_DN33193_c1_g1_i2","RAZ_BM","RAZ_SM",-2.32788767184004,0.697965184306447,0.000312811958880418,0.0334277540680096,0.832,0.983,0.27,3.9,5.25,1.572,"Downregulated"
"TRINITY_DN36848_c2_g1_i2","RAZ_BM","RAZ_SM",-1.55689667542485,6.20405245694448,0.000313446695450522,0.0334306694523721,50.333,18.459,46.323,109.811,77.583,151.736,"Downregulated"
"TRINITY_DN6525_c0_g2_i1","RAZ_BM","RAZ_SM",-2.35450616324478,2.07964775927091,0.000314444551692368,0.0334722271911756,0.322,1.164,0.771,5.269,5.563,0.847,"Downregulated"
"TRINITY_DN1485_c0_g1_i9","RAZ_BM","RAZ_SM",-1.45223098393726,4.46819420612735,0.000315375754970531,0.0335065430483557,47.765,18.24,44.27,121.855,85.164,93.239,"Downregulated"
"TRINITY_DN18148_c0_g1_i1","RAZ_BM","RAZ_SM",-1.70659718397976,2.19212637258412,0.000317178548565906,0.0335903011641363,5.23,1.489,7.065,17.429,12.38,15.375,"Downregulated"
"TRINITY_DN7569_c1_g1_i5","RAZ_BM","RAZ_SM",-6.28592726634205,-0.616722121027683,0.000317384827658373,0.0335903011641363,0,0,0,1.453,0,1.644,"Downregulated"
"TRINITY_DN8129_c0_g1_i2","RAZ_BM","RAZ_SM",-2.20427393893157,0.900606614891165,0.000318154972003768,0.0336071799026014,3.545,2.405,1.224,13.78,4.888,14.242,"Downregulated"
"TRINITY_DN5213_c0_g1_i3","RAZ_BM","RAZ_SM",2.47083439097972,0.64057290619391,0.000321329852154499,0.0338775231484113,2.953,2.176,2.169,0.303,1.028,0,"Upregulated"
"TRINITY_DN143861_c0_g2_i1","RAZ_BM","RAZ_SM",1.33018565310981,3.38419219600128,0.000324233102452398,0.0341182496374097,44.396,44.936,50.94,14.94,26.945,13.772,"Upregulated"
"TRINITY_DN17771_c0_g1_i2","RAZ_BM","RAZ_SM",-1.72194218671178,1.36945274517982,0.000328990491443139,0.0345527914238201,6.155,1.833,4.848,15.108,13.272,14.129,"Downregulated"
"TRINITY_DN3_c0_g1_i6","RAZ_BM","RAZ_SM",-1.58884695291728,11.261034207554,0.000331921166890161,0.0347941895212059,552.065,188.87,656.122,1660.124,1306.064,1247.153,"Downregulated"
"TRINITY_DN10965_c0_g1_i4","RAZ_BM","RAZ_SM",-1.5613724216373,1.97227558145927,0.000337029604597961,0.0352625233069281,6.696,2.739,4.607,18.067,11.009,13.068,"Downregulated"
"TRINITY_DN40459_c0_g1_i1","RAZ_BM","RAZ_SM",-1.96886958937738,1.9755406518925,0.000339947696835354,0.0355003444926696,0.457,0.544,0.723,3.816,0.793,2.226,"Downregulated"
"TRINITY_DN58384_c0_g2_i1","RAZ_BM","RAZ_SM",-1.36204108358934,4.08167015946665,0.000342332642284189,0.0356760272319025,14.348,6.223,11.74,29.724,22.665,31.025,"Downregulated"
"TRINITY_DN5455_c1_g1_i1","RAZ_BM","RAZ_SM",-1.5304101318144,4.99780491922373,0.000343160729991143,0.0356760272319025,21.741,6.634,19.219,50.864,39.208,47.605,"Downregulated"
